Fold,Iteration,Val_RMSE
1,130,7.499139118104783
1,131,7.4954570288233135
1,132,7.493922643032254
1,133,7.4974302778097845
1,134,7.504471361650366
1,135,7.507389237975934
1,136,7.509179800728045
1,137,7.509802525131232
1,138,7.50894926937262
1,139,7.51337319982491
1,140,7.528763325603198
1,141,7.531970368072463
1,142,7.530745019523995
1,143,7.5273501851010405
1,144,7.521574119423339
1,145,7.519500325931156
1,146,7.526429169506188
1,147,7.523819288393084
1,148,7.523060399810157
1,149,7.521106167971021
1,150,7.519095859729223
1,151,7.519915754319757
1,152,7.52605741712466
1,153,7.52276142683335
1,154,7.528679741633272
1,155,7.526141780752407
1,156,7.528935440425424
1,157,7.529001461967144
1,158,7.531057091145596
1,159,7.53827840921179
1,160,7.543543553678256
1,161,7.544375003012223
1,162,7.54356771406825
2,0,10.861999736687055
2,1,10.727926240336057
2,2,10.595779012612299
2,3,10.45398953142785
2,4,10.33584719345022
2,5,10.219073865091168
2,6,10.09827596243099
2,7,9.976597702136027
2,8,9.859758087700273
2,9,9.75712810871571
2,10,9.70415224038055
2,11,9.578537440739424
2,12,9.502359413670606
2,13,9.395734467650701
2,14,9.313596068569138
2,15,9.22593407236816
2,16,9.15853511005357
2,17,9.06195602919568
2,18,8.991412711246198
2,19,8.943359565526249
2,20,8.886043267399595
2,21,8.822727393819225
2,22,8.748395166647173
2,23,8.677401501594963
2,24,8.605119950148124
2,25,8.552837485886423
2,26,8.483810163900896
2,27,8.422960504220338
2,28,8.370882408908015
2,29,8.299769006155364
2,30,8.26113883128097
2,31,8.198211250981347
2,32,8.15428041590868
2,33,8.086669806835012
2,34,8.04098838485868
2,35,8.007104159765289
2,36,7.957722068618566
2,37,7.93127938317993
2,38,7.880049665444427
2,39,7.828766711578653
2,40,7.79479799660501
2,41,7.771457629636291
2,42,7.735661918221285
2,43,7.678729767832422
2,44,7.660454742660327
2,45,7.61721275483873
2,46,7.593224146900941
2,47,7.562884236770097
2,48,7.5438936994917745
2,49,7.518872180716913
2,50,7.4901804790795525
2,51,7.474679316550132
2,52,7.47325291870741
2,53,7.447957842527937
2,54,7.423338846961183
2,55,7.3975321532317855
2,56,7.379191648616778
2,57,7.3539099936821675
2,58,7.3347341655133995
2,59,7.316310448120667
2,60,7.302778624554427
2,61,7.295450246596185
2,62,7.278865205462139
2,63,7.247639055545323
2,64,7.246526596614717
2,65,7.239670068956799
2,66,7.241471615738443
2,67,7.234598616824667
2,68,7.228849035408697
2,69,7.220428717790984
2,70,7.220938647683905
2,71,7.205492964183854
2,72,7.207149918815694
2,73,7.207046537978452
2,74,7.1967972792354935
2,75,7.1885982988423
2,76,7.192078432551264
2,77,7.180783732461833
2,78,7.171748078479299
2,79,7.1622975082545
2,80,7.159799241326961
2,81,7.135880246722157
2,82,7.128554832744628
2,83,7.122222707049825
2,84,7.1170876592596475
2,85,7.113489910992649
2,86,7.108436455501633
2,87,7.105221909831251
2,88,7.098416302323837
2,89,7.089044829600898
2,90,7.078733164993582
2,91,7.063119663232771
2,92,7.064027531771805
2,93,7.064763390062168
2,94,7.0671996480649515
2,95,7.0651488960171935
2,96,7.058995050338858
2,97,7.054564191224274
2,98,7.045875225265869
2,99,7.041479645616559
2,100,7.039680043235568
2,101,7.040768169662056
2,102,7.0270824585512015
2,103,7.0270241753076474
2,104,7.029289033572824
2,105,7.035634343943672
2,106,7.034015644786826
2,107,7.0365800842688575
2,108,7.0384159223262515
2,109,7.039877871039704
2,110,7.044495739924822
2,111,7.0474123206673305
2,112,7.0450728180125815
2,113,7.04906754454988
2,114,7.0460298277935385
2,115,7.049532393969728
2,116,7.051088952266304
2,117,7.04409860398109
2,118,7.043744607807002
2,119,7.039434625934347
2,120,7.0347765919880185
2,121,7.037241876928959
2,122,7.034662352954467
2,123,7.026041816581248
2,124,7.016557313477257
2,125,7.012003458551867
2,126,7.0097612743394375
2,127,7.008313068294932
2,128,7.0091991480954645
2,129,7.007683797369921
2,130,7.006500024609566
2,131,7.007137094016933
2,132,7.002107350582814
2,133,6.997841536879395
2,134,6.998972549758442
2,135,6.998106798213441
2,136,7.003309491844426
2,137,7.001500035137412
2,138,7.005300443595969
2,139,7.005377545421903
2,140,7.00911699520773
2,141,7.010149104151744
2,142,7.009145321785316
2,143,7.006730408118307
2,144,6.998580438188148
2,145,6.996422181899479
2,146,6.992929150786164
2,147,6.99693947925278
2,148,6.993321128193887
2,149,6.991709575845478
2,150,6.992500650023315
2,151,6.992294444282406
2,152,6.994302725737206
2,153,6.99857076499432
2,154,6.99653049937665
2,155,6.995592680235039
2,156,6.999805969719244
2,157,6.996351633894146
2,158,6.996365979637542
2,159,7.001189299454439
2,160,7.0096103836841674
2,161,7.012664440236684
2,162,7.0120875645351175
2,163,7.011292056432338
2,164,7.005833702440844
2,165,7.0056500039644805
2,166,7.010948791439711
2,167,7.012358642097973
2,168,7.0083360517911695
2,169,7.008858595261221
2,170,7.009907218522181
2,171,7.0126367411730754
2,172,7.019424365742546
2,173,7.022655199826734
2,174,7.025959807579494
2,175,7.022328716500634
2,176,7.018479206111378
2,177,7.025221422225847
2,178,7.020362903201219
2,179,7.022659738995677
2,180,7.023441487284554
2,181,7.022809017554217
2,182,7.0182795801021545
2,183,7.020139089618723
2,184,7.015866574388068
2,185,7.017904338776232
2,186,7.022073254029949
2,187,7.029791468390747
2,188,7.033761726572189
2,189,7.032100143095857
2,190,7.033063440573826
2,191,7.030410457371263
2,192,7.027438249004964
2,193,7.028442426941497
2,194,7.034258543058225
2,195,7.034896618783746
2,196,7.031432645854567
2,197,7.023181783619574
2,198,7.025668393195712
2,199,7.027030873945422
3,0,11.256805673307088
3,1,11.137146578276502
3,2,11.009799720236892
3,3,10.875684683856308
3,4,10.733911897951113
3,5,10.614502987515118
3,6,10.514571182705296
3,7,10.385468651806734
3,8,10.27712837924256
3,9,10.162394520518532
3,10,10.07575441743713
3,11,9.991044753003116
3,12,9.911794376438372
3,13,9.799355718452702
3,14,9.72171666803192
3,15,9.645222260042539
3,16,9.549005675776545
3,17,9.442751157047063
3,18,9.38234140991843
3,19,9.329738676773246
3,20,9.254338777630595
3,21,9.144414651745675
3,22,9.075320648440112
3,23,9.004064380454237
3,24,8.922572565812015
3,25,8.866169795659735
3,26,8.811331337807609
3,27,8.721465758972432
3,28,8.65387168282099
3,29,8.573989718944851
3,30,8.501835166595184
3,31,8.445380873104469
3,32,8.39464882650362
3,33,8.333261175066172
3,34,8.276663270460457
3,35,8.251062082791455
3,36,8.193929714623993
3,37,8.162989709014521
3,38,8.10531336927921
3,39,8.056445547707968
3,40,7.9889678815052445
3,41,7.951595129476855
3,42,7.91087947597383
3,43,7.87648319392062
3,44,7.836120872558703
3,45,7.767002253179317
3,46,7.727913047127467
3,47,7.694783236140814
3,48,7.653171373723618
3,49,7.6060618147718415
3,50,7.553775876383662
3,51,7.522147127034751
3,52,7.487865900115361
3,53,7.465036369936103
3,54,7.423921005486509
3,55,7.40350760654978
3,56,7.386761077794293
3,57,7.346875573872616
3,58,7.309909017913916
3,59,7.290275112355154
3,60,7.2693487336424365
3,61,7.239935363314455
3,62,7.2076250528969235
3,63,7.178106902734929
3,64,7.159833548088581
3,65,7.137718869170241
3,66,7.1086943643006615
3,67,7.081473638590722
3,68,7.049770863379417
3,69,7.023571069478227
3,70,7.00329705049579
3,71,6.962783013143605
3,72,6.946841358622014
3,73,6.9256727602090855
3,74,6.9032936478650155
3,75,6.885977405223036
3,76,6.859141949449834
3,77,6.8468084043626645
3,78,6.830115733667295
3,79,6.8060383700781975
3,80,6.781768200260987
3,81,6.767632989601321
3,82,6.736278235790537
3,83,6.7119615349617305
3,84,6.6954000029602225
3,85,6.681132557699296
3,86,6.663454500657497
3,87,6.636426969412403
3,88,6.616195614922982
3,89,6.612170286984289
3,90,6.602471791386785
3,91,6.58708089847587
3,92,6.5702442552533915
3,93,6.5445779282777865
3,94,6.530634948392108
3,95,6.509648024024051
3,96,6.492091806134588
3,97,6.469367704142826
3,98,6.452023704045121
3,99,6.43650395750072
3,100,6.418983669556497
3,101,6.39845971099902
3,102,6.391796768372061
3,103,6.372958608334905
3,104,6.363567655017497
3,105,6.344091544589325
3,106,6.333616827347087
3,107,6.315623994341363
3,108,6.306610826077104
3,109,6.286567005717473
3,110,6.269492019516494
3,111,6.256397861784325
3,112,6.250226678587202
3,113,6.237976782222418
3,114,6.232619142784234
3,115,6.214962678160151
3,116,6.202697643811497
3,117,6.189999655278449
3,118,6.180104232274016
3,119,6.1736745554959285
3,120,6.171436962971881
3,121,6.167199286106587
3,122,6.161675087307811
3,123,6.157269180004587
3,124,6.145644841039914
3,125,6.139136254157303
3,126,6.131436574967606
3,127,6.123812382542164
3,128,6.12590036842281
3,129,6.121033763082935
3,130,6.11663624452315
3,131,6.119018843209079
3,132,6.111656712101666
3,133,6.098872890542677
3,134,6.095191567856376
3,135,6.081670952444911
3,136,6.0747326739781204
3,137,6.071825695594416
3,138,6.063486960844473
3,139,6.056370428131242
3,140,6.0443669151142725
3,141,6.04121675474225
3,142,6.0317416136888005
3,143,6.027767223060755
3,144,6.015860861437993
3,145,5.998787290668567
3,146,5.9922170158924795
3,147,5.985397675745693
3,148,5.9796747052240224
3,149,5.97721836860266
3,150,5.965246677556175
3,151,5.96284060286357
3,152,5.959502766061972
3,153,5.957764209590165
3,154,5.9493599701406366
3,155,5.937641721396824
3,156,5.931870847638337
3,157,5.919955457033618
3,158,5.906570746279311
3,159,5.896415116880671
3,160,5.883233398387388
3,161,5.884520851978104
3,162,5.878810792990022
3,163,5.877829797050043
3,164,5.873071957144269
3,165,5.867198180153537
3,166,5.86535218111997
3,167,5.85816995373785
3,168,5.848573754025878
3,169,5.849806026898625
3,170,5.847620064387592
3,171,5.850588785620776
3,172,5.846886600295722
3,173,5.8393293933146895
3,174,5.838427529711705
3,175,5.838664642868222
3,176,5.834254129951503
3,177,5.829933625991142
3,178,5.817393992978357
3,179,5.812602246008917
3,180,5.804313024351746
3,181,5.7976132271819525
3,182,5.791174721684642
3,183,5.785547555395656
3,184,5.781255527549495
3,185,5.773277435280424
3,186,5.766292333372289
3,187,5.76795995517685
3,188,5.756181322681594
3,189,5.768077289846015
3,190,5.7569464555939955
3,191,5.753380934195133
3,192,5.75313995860643
3,193,5.748850187904109
3,194,5.750200152434967
3,195,5.741126992192329
3,196,5.737331716523408
3,197,5.747223522301057
3,198,5.7423586871711985
3,199,5.733657231535078
3,200,5.727867968198522
3,201,5.724350518903656
3,202,5.718407731147666
3,203,5.714193638547313
3,204,5.705561496993312
3,205,5.698914150048259
3,206,5.694639622778978
3,207,5.693022000822096
3,208,5.6909390032121
3,209,5.67982296225402
3,210,5.676620148505979
3,211,5.67261584619632
3,212,5.67485040283797
3,213,5.663362163967391
3,214,5.660674616196432
3,215,5.6559360095173075
3,216,5.6549459300447635
3,217,5.647749744643182
3,218,5.6454345536736
3,219,5.643284345325746
3,220,5.638155371659254
3,221,5.625794884612865
3,222,5.626164460618989
3,223,5.623766261949201
3,224,5.626606894336466
3,225,5.62310616700955
3,226,5.633886390792234
3,227,5.628468011509106
3,228,5.618215544131147
3,229,5.613258784739617
3,230,5.611783922093254
3,231,5.606487159448758
3,232,5.602800787954518
3,233,5.599794884269065
3,234,5.605457436022259
3,235,5.602098640712961
3,236,5.599675395088948
3,237,5.598427535176315
3,238,5.589382698062576
3,239,5.583998698755797
3,240,5.581421876946871
3,241,5.578596420961471
3,242,5.574029133992087
3,243,5.572610024041426
3,244,5.56971080765391
3,245,5.56550020404527
3,246,5.560785076113991
3,247,5.55518275505705
3,248,5.553767500340593
3,249,5.550906175212331
3,250,5.5434586521901625
3,251,5.541046787213236
3,252,5.538541651766535
3,253,5.534776227897686
3,254,5.532406871614853
3,255,5.526318274765009
3,256,5.523800870150387
3,257,5.518458091284113
3,258,5.512426153192321
3,259,5.509837811969193
3,260,5.506634569993244
3,261,5.502281678750474
3,262,5.501643049644062
3,263,5.499126863409124
3,264,5.5015470409382825
3,265,5.4992494458948915
3,266,5.496496344869575
3,267,5.494223370740472
3,268,5.4925313762096515
3,269,5.496684592962706
3,270,5.494328992228595
3,271,5.49231054915018
3,272,5.49170014436395
3,273,5.4899447557498755
3,274,5.487531106492871
3,275,5.485388934567859
3,276,5.483977141449563
3,277,5.4818124735614475
3,278,5.480487373207455
3,279,5.478393504696539
3,280,5.475885296040052
3,281,5.473843342012095
3,282,5.4729530051345865
3,283,5.4707441882722625
3,284,5.468543350913918
3,285,5.466131512977126
3,286,5.463967195099526
3,287,5.461844154624984
3,288,5.4595608328379726
3,289,5.457541795927687
3,290,5.455425611188521
3,291,5.453966318933862
3,292,5.452876753815568
3,293,5.451258831458356
3,294,5.449429653604572
3,295,5.448028952656067
3,296,5.44604535357037
3,297,5.444674493103222
3,298,5.443192701416806
3,299,5.441159430002828
3,300,5.438960249885237
3,301,5.437200333616053
3,302,5.436700778992
3,303,5.435060186333112
3,304,5.433543714986837
3,305,5.4317058239606295
3,306,5.430101711432986
3,307,5.434143986902079
3,308,5.432145184919622
3,309,5.43045256147556
3,310,5.428783574408912
3,311,5.430235891701851
3,312,5.4297388526892005
3,313,5.428015505995965
3,314,5.426796543314643
3,315,5.424718371607276
3,316,5.425164449196581
3,317,5.423946920053623
3,318,5.4210372793672565
3,319,5.4191191532421135
3,320,5.417372554700371
3,321,5.4156149335417325
3,322,5.414117293903231
3,323,5.4058504539841
3,324,5.403912380120725
3,325,5.4024777959659716
3,326,5.401031592643717
3,327,5.399995372231542
3,328,5.399080906444447
3,329,5.397630313011269
3,330,5.396207788373934
3,331,5.398507987681672
3,332,5.397713853480228
3,333,5.396339693260684
3,334,5.395657104211712
3,335,5.394042428542673
3,336,5.3926046481695264
3,337,5.390737170517456
3,338,5.3888809729509015
3,339,5.387313122426273
3,340,5.385989113477917
3,341,5.392259129361898
3,342,5.390941962733363
3,343,5.389664952297056
3,344,5.395457920672271
3,345,5.401955026319427
3,346,5.394862395072155
3,347,5.39613592175149
3,348,5.394836630334452
3,349,5.401458284096243
3,350,5.408096638127661
3,351,5.407688210930894
3,352,5.406415500570709
3,353,5.406106026914144
3,354,5.405057540567284
3,355,5.404766739860647
3,356,5.4158949535026535
3,357,5.414670676858196
3,358,5.411698063644274
3,359,5.417492892999417
3,360,5.415220417173599
3,361,5.418618361610516
3,362,5.42222839273746
3,363,5.422297610788083
3,364,5.426430852111151
3,365,5.438837587386445
3,366,5.4378763272080315
3,367,5.438562591459504
3,368,5.439267659428778
3,369,5.437452519715065
3,370,5.4358115988707585
3,371,5.436495625270016
3,372,5.436029871345878
3,373,5.435608025261992
3,374,5.434463053332425
3,375,5.4394001402589325
3,376,5.43898765130131
3,377,5.439653206062626
3,378,5.451386158480452
3,379,5.4510527660537615
3,380,5.451728847019578
3,381,5.450953045176135
3,382,5.456268383710137
3,383,5.461752907567015
3,384,5.469018433326959
3,385,5.474823601270678
3,386,5.475239915330559
3,387,5.47577181554836
3,388,5.484811141001653
3,389,5.481851587190305
3,390,5.480806581039392
4,0,10.376279633827822
4,1,10.27063722993086
4,2,10.151212358670367
4,3,10.03418587000271
4,4,9.91605609818917
4,5,9.820216738250659
4,6,9.713985113547082
4,7,9.615741327307607
4,8,9.545782718500341
4,9,9.463448306040469
4,10,9.41494419454474
4,11,9.337171608764933
4,12,9.254267258631188
4,13,9.14664125898283
4,14,9.062511976959946
4,15,8.981069378855672
4,16,8.899507857196614
4,17,8.813015972886335
4,18,8.749146171722684
4,19,8.699851209372206
4,20,8.62971420755332
4,21,8.583770501910992
4,22,8.526699109979923
4,23,8.470433720733656
4,24,8.421343663023242
4,25,8.372069707513026
4,26,8.30168505369982
4,27,8.239398095182617
4,28,8.190166452227196
4,29,8.136566488238689
4,30,8.083541227092205
4,31,8.049904406816335
4,32,7.989318789261761
4,33,7.95220072392563
4,34,7.911592860072643
4,35,7.869709623784637
4,36,7.8082082139370055
4,37,7.763737822069876
4,38,7.725511600482365
4,39,7.673730581724979
4,40,7.632581568702688
4,41,7.588978978977934
4,42,7.554434081241765
4,43,7.5030569340282804
4,44,7.45367498926206
4,45,7.425509210646333
4,46,7.396487327546047
4,47,7.358684931477006
4,48,7.332782884240388
4,49,7.304932073483539
4,50,7.252918795598985
4,51,7.227739983472413
4,52,7.204965710352723
4,53,7.166822872489752
4,54,7.137024913016658
4,55,7.084752280181265
4,56,7.065604455981579
4,57,7.043790276781834
4,58,7.029500101007353
4,59,7.00802334829038
4,60,6.993601512745591
4,61,6.966477238687842
4,62,6.93093138123888
4,63,6.910122793691462
4,64,6.879573878055981
4,65,6.856216925896979
4,66,6.81155730012229
4,67,6.7937847347219265
4,68,6.7977122782993655
4,69,6.772859056063971
4,70,6.7666085023144005
4,71,6.74884256175748
4,72,6.7405169842101005
4,73,6.736062584087946
4,74,6.710338494305769
4,75,6.701126638632445
4,76,6.68878603037844
4,77,6.67484020769484
4,78,6.649429417643024
4,79,6.6272110520628535
4,80,6.618960853098509
4,81,6.597908330182458
4,82,6.566362817084159
4,83,6.55951860705515
4,84,6.547386260494917
4,85,6.532440185783643
4,86,6.5265323534744715
4,87,6.5162240440131045
4,88,6.5041837636884905
4,89,6.501080390579406
4,90,6.488887577850825
4,91,6.476947084963956
4,92,6.471535984250332
4,93,6.469300414944193
4,94,6.454105990189225
4,95,6.424739164462985
4,96,6.414221857358528
4,97,6.397657698187667
4,98,6.3847208045057275
4,99,6.378966498223692
4,100,6.372666501374273
4,101,6.347948796294829
4,102,6.340655001268236
4,103,6.3262303972070715
4,104,6.332093081648425
4,105,6.329281409786496
4,106,6.322192053729153
4,107,6.318735786979075
4,108,6.305576769351794
4,109,6.296955419442863
4,110,6.288202139125059
4,111,6.296450842478623
4,112,6.280240273044923
4,113,6.29092505487768
4,114,6.276366709260421
4,115,6.264740806412935
4,116,6.282338618496423
4,117,6.300321576221719
4,118,6.292658132364027
4,119,6.285358972632553
4,120,6.275975475397529
4,121,6.274281566694542
4,122,6.2681234959962735
4,123,6.250815510306096
4,124,6.243494185784972
4,125,6.260522111998358
4,126,6.250077028874714
4,127,6.245312522522564
4,128,6.228555780292333
4,129,6.223427323126563
4,130,6.220248367783064
4,131,6.234121858980135
4,132,6.22882793087456
4,133,6.241676661663479
4,134,6.235953111161914
4,135,6.228143507390788
4,136,6.222446648891226
4,137,6.210664554026833
4,138,6.203693571630646
4,139,6.1992950854652555
4,140,6.210806548449035
4,141,6.232234238519265
4,142,6.226917356047911
4,143,6.2314380186049405
4,144,6.223990189096958
4,145,6.220104725376074
4,146,6.221665659399259
4,147,6.218203558970908
4,148,6.223110154701561
4,149,6.217978711135421
4,150,6.229842752662528
4,151,6.244812557332122
4,152,6.242424003350364
4,153,6.258582968780475
4,154,6.254329859352008
4,155,6.26340755110379
4,156,6.262264824515322
4,157,6.262631298260309
4,158,6.252772869471041
4,159,6.247000940516708
4,160,6.243482576550859
4,161,6.246371860754631
4,162,6.2453944381488515
4,163,6.257596840169216
4,164,6.256717937710219
4,165,6.255333834681816
4,166,6.256293830510645
4,167,6.25008740238573
4,168,6.266756743337917
4,169,6.262758460168117
4,170,6.260064555112054
4,171,6.259928145037396
4,172,6.260048192945758
4,173,6.269659308755755
4,174,6.271793640557664
4,175,6.268553240441678
4,176,6.275901935523539
4,177,6.267821960501001
4,178,6.266799045951637
4,179,6.277948552085847
4,180,6.272506366018616
4,181,6.272868881285703
4,182,6.28276853365997
4,183,6.28164035830736
4,184,6.283073766546822
4,185,6.277598682235051
4,186,6.281689847930304
4,187,6.297450149116549
4,188,6.295845694602807
4,189,6.290214411669745
5,0,11.430304192618848
5,1,11.307307010957974
5,2,11.206795136935613
5,3,11.06705372482836
5,4,10.925700913153257
5,5,10.819004947537469
5,6,10.717565736505673
5,7,10.611987699263794
5,8,10.503719542120274
5,9,10.409460066536383
5,10,10.33547025923015
5,11,10.232152292546079
5,12,10.170975070140718
5,13,10.061184044163937
5,14,9.986725015732867
5,15,9.903911204762888
5,16,9.83343125063227
5,17,9.765568007177453
5,18,9.714531473398534
5,19,9.66750231821768
5,20,9.58592559577366
5,21,9.501635546688087
5,22,9.431913605072943
5,23,9.364187298698125
5,24,9.314890078882287
5,25,9.280915530068494
5,26,9.217118988516807
5,27,9.168606126521613
5,28,9.112076207955843
5,29,9.069605892160087
5,30,9.00672237176269
5,31,8.960413934134097
5,32,8.918432975607312
5,33,8.861925968439023
5,34,8.821910200392992
5,35,8.785327077608837
5,36,8.758197949615823
5,37,8.729854808373812
5,38,8.68981731614161
5,39,8.654613714389011
5,40,8.617551954045073
5,41,8.576940167506152
5,42,8.54597036448431
5,43,8.509899475713212
5,44,8.464709027450079
5,45,8.434818458500951
5,46,8.390299011837786
5,47,8.359488479790011
5,48,8.342687500665084
5,49,8.313963686522289
5,50,8.289706106749621
5,51,8.270371375192447
5,52,8.237803074959336
5,53,8.214605267328388
5,54,8.181395469845388
5,55,8.155006686847738
5,56,8.126715949704732
5,57,8.102373197116075
5,58,8.074163167789948
5,59,8.047042037971545
5,60,8.041058382074672
5,61,8.03863869310422
5,62,8.015486456383659
5,63,7.985034500380279
5,64,7.975998519165452
5,65,7.9681801197689754
5,66,7.948658546172239
5,67,7.936456002958545
5,68,7.924868867938795
5,69,7.920716818110901
5,70,7.9282092813137535
5,71,7.909858342914387
5,72,7.908869726114842
5,73,7.889185737788248
5,74,7.8782869399034485
5,75,7.853760597243151
5,76,7.834646103128382
5,77,7.827583095195728
5,78,7.810776596743962
5,79,7.787575190858347
5,80,7.773535126741582
5,81,7.762757694142199
5,82,7.744640195690744
5,83,7.7321056409880615
5,84,7.713942685677062
5,85,7.715325778256816
5,86,7.704782731406348
5,87,7.695990478901241
5,88,7.68392831524904
5,89,7.678083695395919
5,90,7.682396304779
5,91,7.692184541881307
5,92,7.67939519059677
5,93,7.6793576479246335
5,94,7.684317819365395
5,95,7.681330158346974
5,96,7.673561524700788
5,97,7.670421843266199
5,98,7.66781775295541
5,99,7.6585777477317105
5,100,7.6535441194493306
5,101,7.645210035912043
5,102,7.640005429319314
5,103,7.6392702669503345
5,104,7.6517544297933275
5,105,7.643710560642081
5,106,7.6387402885109985
5,107,7.640747924674983
5,108,7.653707696771172
5,109,7.650028023567182
5,110,7.641538045313007
5,111,7.638270296536385
5,112,7.642646763593132
5,113,7.641800164420314
5,114,7.63743821852454
5,115,7.634140652594806
5,116,7.630356579968717
5,117,7.626590926919907
5,118,7.62333891836651
5,119,7.616963426599626
5,120,7.629527087335945
5,121,7.623679310531149
5,122,7.616566911532369
5,123,7.609966200933829
5,124,7.6101875582931005
5,125,7.603808441892816
5,126,7.610737514912497
5,127,7.608982701866885
5,128,7.616807456759169
5,129,7.6184897081006975
5,130,7.618755894310941
5,131,7.6154762130500036
5,132,7.621165499266593
5,133,7.627474818122744
5,134,7.630679980690196
5,135,7.627429213256564
5,136,7.627098442673406
5,137,7.622473995979465
5,138,7.619901918496685
5,139,7.620940591720086
5,140,7.618510767732812
5,141,7.624617663464998
5,142,7.622648020408342
5,143,7.6220923786073165
5,144,7.620357026185712
5,145,7.624119223519633
5,146,7.6249267557056095
5,147,7.624710689980205
5,148,7.626069573466098
5,149,7.632886899096705
5,150,7.635429208654116
5,151,7.643862349140703
5,152,7.641758577514947
5,153,7.647719086884503
5,154,7.645775791023161
5,155,7.646457592180946
5,156,7.644383545544034
5,157,7.643293668611495
5,158,7.638787147176842
5,159,7.634103714773092
5,160,7.639481270775016
5,161,7.650876542272999
5,162,7.65483916482957
5,163,7.657343935387957
5,164,7.665824961951435
5,165,7.675369588322558
5,166,7.677526541029377
5,167,7.672563131117791
5,168,7.670952819971244
5,169,7.666717471335386
5,170,7.6722505566685415
5,171,7.671596579460733
5,172,7.674067908787325
5,173,7.679901697739619
5,174,7.692446466073132
5,175,7.691884945697794
